"advertiser_id","product_id","views","fecha"
"62FIK8F2YT8JSFDBLEC9","br4hr8","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","bwgzkm","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","bwp1oz","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","cmjf2z","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","cpr5bw","3","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","d1vhmm","3","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","djvcvp","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","dslu5o","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","dssy07","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","e4pu9j","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","e829df","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","ejomag","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","emeazh","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","emzrk0","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","fc50gi","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","ffpbxq","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","fv7455","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","gvus9i","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","i0459f","3","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","ih1owh","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","jc5pyx","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","jn3jwp","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","jp2x97","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","ksce41","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","kvoa81","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","lyob8z","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","m6qkd6","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","nar22o","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","opeqbs","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","opxejb","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","pacgwu","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","pyrir2","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","rfe8nl","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","sq6mdm","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","stxioe","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","v1d2kq","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","w1wf30","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","w6jh03","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","wkgv0x","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","x4x0yz","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","xi7mbu","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","xikvni","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","xlhqn2","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","z1ssuh","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","0nw219","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","0u97u4","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","14829e","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","206312","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","3o5tyo","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","5drttp","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","5epf09","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","5q5gby","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","6d7l8e","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","74jdm3","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","8qq045","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","9lk424","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","awpqai","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","b1nsq8","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","bftro8","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","d8wxmv","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","dc8mnu","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","ed41q1","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","efxflu","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","ften9l","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","g19nve","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","g1lslm","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","g39i0s","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","i732kf","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","j6rdgr","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","kcy4nn","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","kefio1","2","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","lynq5f","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","n1ia3i","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","nc9x7k","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","oediqm","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","ogmtu6","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","pz7o5r","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","qznjp9","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","rbtmui","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","rodxvy","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","t60geo","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","u5h8d1","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","vr2n94","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","w0tk8o","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","wjicrt","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","x64np9","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","x65dzf","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","zhb67o","1","2025-05-21T00:00:00Z"
"6X20RDH567MX2X3TXYJ7","zsyqf7","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","1lkljp","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","2gv5kk","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","48zad0","3","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","4duwhz","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","4oc4gf","3","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","4zv71d","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","5ewy3r","2","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","5nus5m","2","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","5ovinp","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","5zjbo5","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","6234qb","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","aevtqx","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","d63lco","2","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","f73h07","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","fz8vkq","2","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","ggtib3","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","hrqjm0","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","j6v398","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","jru3wo","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","jsug33","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","k8e25r","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","kczdli","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","m3k43j","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","m80sug","2","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","m8x9b5","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","onssnt","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","q9x59n","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","qd7vg6","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","r8zzwf","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","rz3tf7","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","sb6sgz","2","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","spq8c2","1","2025-05-21T00:00:00Z"
"8C88YB6E8YCGWU07HA7A","t0z4jp","1","2025-05-21T00:00:00Z"
